10.828125,11.0,29.53125,30.0,5.695155491009193,6.6063059781024664
10.828125,11.0,29.0625,29.53125,5.740960554659439,6.624267280564767
10.65625,10.828125,29.53125,30.0,5.671080315297554,6.577702442717463
10.65625,10.828125,29.0625,29.53125,5.707675420553954,6.579494004383413
10.828125,11.0,28.59375,29.0625,5.782098771793888,6.624451009175267
10.828125,11.0,28.125,28.59375,5.815480604185323,6.617539117937069
10.65625,10.828125,28.59375,29.0625,5.741625507783224,6.5747919751087105
10.65625,10.828125,28.125,28.59375,5.7568917213159345,6.5232800605817225
10.484375,10.65625,29.53125,30.0,5.633073393027692,6.486906841153189
10.484375,10.65625,29.0625,29.53125,5.667023472814147,6.474648802857567
10.3125,10.484375,29.53125,30.0,5.596398355327179,6.336600583601678
10.3125,10.484375,29.0625,29.53125,5.613354566743323,6.293414238179261
10.484375,10.65625,28.59375,29.0625,5.686700078136975,6.415605317496979
10.484375,10.65625,28.125,28.59375,5.682374443517516,6.338410588326842
10.3125,10.484375,28.59375,29.0625,5.580425796197363,6.235044686378415
10.3125,10.484375,28.125,28.59375,5.516265144673494,6.155042688737399
10.828125,11.0,27.65625,28.125,5.82695712145298,6.574524391338501
10.828125,11.0,27.1875,27.65625,5.810030146929285,6.512262023153823
10.65625,10.828125,27.65625,28.125,5.7550852748627435,6.440701723153448
10.65625,10.828125,27.1875,27.65625,5.7212124991342,6.357174634890229
10.828125,11.0,26.71875,27.1875,5.773200131656768,6.4476467515557765
10.828125,11.0,26.25,26.71875,5.719924760343596,6.3735853541375755
10.65625,10.828125,26.71875,27.1875,5.654736599511177,6.272456840689012
10.65625,10.828125,26.25,26.71875,5.55445392268208,6.183034596540921
10.484375,10.65625,27.65625,28.125,5.620670814578841,6.256108661813815
10.484375,10.65625,27.1875,27.65625,5.552828071618114,6.171328327240455
10.3125,10.484375,27.65625,28.125,5.449396073998497,6.070199813791893
10.3125,10.484375,27.1875,27.65625,5.367043980844773,5.9807775696438
10.484375,10.65625,26.71875,27.1875,5.460735621274248,6.081906083092361
10.484375,10.65625,26.25,26.71875,5.338703955700838,6.014572213673263
10.3125,10.484375,26.71875,27.1875,5.274160307378311,5.90952623829592
10.3125,10.484375,26.25,26.71875,5.186677346845573,5.804966437287466
10.140625,10.3125,29.53125,30.0,5.484899449759973,6.16246976112975
10.140625,10.3125,29.0625,29.53125,5.4760201248550935,6.1089584887362625
9.96875,10.140625,29.53125,30.0,5.3478732260061905,5.981578120580117
9.96875,10.140625,29.0625,29.53125,5.307479300355051,5.927061686584518
10.140625,10.3125,28.59375,29.0625,5.411859474768151,6.051703839465144
10.140625,10.3125,28.125,28.59375,5.344715791275234,5.97019132569265
9.96875,10.140625,28.59375,29.0625,5.253267245983969,5.86367206596014
9.96875,10.140625,28.125,28.59375,5.2024770359887444,5.782446026477781
9.796875,9.96875,29.53125,30.0,5.207288404860263,5.799768749356103
