10.65625,11.0,29.0625,30.0,5.671080315297551,6.624267280564767
10.65625,11.0,28.125,29.0625,5.741625507783222,6.624451009175267
10.3125,10.65625,29.0625,30.0,5.593324742000665,6.486906841153189
10.3125,10.65625,28.125,29.0625,5.516265144673498,6.415605317496979
10.65625,11.0,27.1875,28.125,5.7211523147164325,6.574524391338501
10.65625,11.0,26.25,27.1875,5.554453922682083,6.4476467515557765
10.3125,10.65625,27.1875,28.125,5.367043980844765,6.256108661813815
10.3125,10.65625,26.25,27.1875,5.186677346845563,6.081906083092361
9.96875,10.3125,29.0625,30.0,5.307479300355051,6.16246976112975
9.96875,10.3125,28.125,29.0625,5.19950075178826,6.051703839465144
9.625,9.96875,29.0625,30.0,5.049365866991942,5.799768749356103
9.625,9.96875,28.125,29.0625,4.976032150877759,5.666655018250312
9.96875,10.3125,27.1875,28.125,5.065250403141988,5.880546683096271
9.96875,10.3125,26.25,27.1875,5.047028115884871,5.704317043982793
9.625,9.96875,27.1875,28.125,4.994870489001721,5.570261481307539
9.625,9.96875,26.25,27.1875,5.00928261437364,5.553322615182138
10.65625,11.0,25.3125,26.25,5.329282953695027,6.28464354217491
10.65625,11.0,24.375,25.3125,5.217560625241554,6.104107859158471
10.3125,10.65625,25.3125,26.25,5.116300310184853,5.90561579061723
10.3125,10.65625,24.375,25.3125,4.869497967819734,5.822554461191305
10.65625,11.0,23.4375,24.375,4.877380983776168,5.976108450438677
10.65625,11.0,22.5,23.4375,4.0711926221422505,5.845839712997651
10.3125,10.65625,23.4375,24.375,3.9964867947208282,5.928032135232241
10.3125,10.65625,22.5,23.4375,2.7231836606321274,6.345088607985017
9.96875,10.3125,25.3125,26.25,4.9544878946834,5.642151429221392
9.96875,10.3125,24.375,25.3125,3.9955761625850843,6.12176661278321
9.625,9.96875,25.3125,26.25,4.029696449857444,6.464331370981015
9.625,9.96875,24.375,25.3125,2.968698187442582,6.58999178144864
9.96875,10.3125,23.4375,24.375,2.9020731335932686,6.466229573320436
9.96875,10.3125,22.5,23.4375,2.097894334242476,6.395632384612526
9.625,9.96875,23.4375,24.375,1.890635969805409,6.4988926511157095
9.625,9.96875,22.5,23.4375,0.5091791797753628,5.733200053134166
9.28125,9.625,29.0625,30.0,4.909653381953979,5.521971479758034
9.28125,9.625,28.125,29.0625,4.944739177628298,5.506920436145423
8.9375,9.28125,29.0625,30.0,4.848461392277173,5.496003823142232
8.9375,9.28125,28.125,29.0625,3.966079124509329,5.8210688084280005
9.28125,9.625,27.1875,28.125,4.643546074275369,5.535921884167877
9.28125,9.625,26.25,27.1875,3.8518297969726984,6.463577303894646
8.9375,9.28125,27.1875,28.125,3.293000664510243,6.289077636720852
8.9375,9.28125,26.25,27.1875,2.830005773664815,6.417090737183332
8.59375,8.9375,29.0625,30.0,3.419815967861384,5.915492214504558
8.59375,8.9375,28.125,29.0625,2.674868442599714,6.113877864774598
8.25,8.59375,29.0625,30.0,2.078797957974903,5.868048289754418
8.25,8.59375,28.125,29.0625,1.3931875221426866,5.798225173526527
8.59375,8.9375,27.1875,28.125,2.0761133303876815,6.1625736130652005
8.59375,8.9375,26.25,27.1875,0.7366942657181187,5.825300958549171
8.25,8.59375,27.1875,28.125,0.5520908038997685,5.122394723094463
8.25,8.59375,26.25,27.1875,-0.6677460303722387,4.047299570872765
9.28125,9.625,25.3125,26.25,2.9280156116019285,6.61876843877772
9.28125,9.625,24.375,25.3125,1.6796113846460468,6.607393093987333
8.9375,9.28125,25.3125,26.25,1.1780160085386262,6.309033193888994
8.9375,9.28125,24.375,25.3125,-0.2133453867468177,5.404199948561759
9.28125,9.625,23.4375,24.375,0.17509531351326385,5.550331639189005
9.28125,9.625,22.5,23.4375,-0.7967477197020653,4.423632041518507
8.9375,9.28125,23.4375,24.375,-1.0531548647111084,4.239294384714283
8.9375,9.28125,22.5,23.4375,-2.1223255881008005,3.030895649442876
8.59375,8.9375,25.3125,26.25,-0.5335622427605987,4.9852361112633
8.59375,8.9375,24.375,25.3125,-1.30826040024207,3.832919757124955
8.25,8.59375,25.3125,26.25,-1.2452881711164068,3.3118122336052305
8.25,8.59375,24.375,25.3125,-1.6285646185964988,2.678388305366505
8.59375,8.9375,23.4375,24.375,-1.873760215228719,2.807375839469102
8.59375,8.9375,22.5,23.4375,-2.935861667989564,2.217321452026249
8.25,8.59375,23.4375,24.375,-2.7166475075445153,2.3441272762632326
8.25,8.59375,22.5,23.4375,-4.017818949073994,1.5311746854225878
10.65625,11.0,21.5625,22.5,2.7639615362306627,6.2589079295655985
10.65625,11.0,20.625,21.5625,2.254374319077258,6.241895014397833
10.3125,10.65625,21.5625,22.5,2.219422991407301,6.30897597593491
10.3125,10.65625,20.625,21.5625,0.9573982192840745,6.032075901558462
10.65625,11.0,19.6875,20.625,1.1933513456992653,6.0737084952384395
10.65625,11.0,18.75,19.6875,-0.42874516688424097,4.834368825352351
10.3125,10.65625,19.6875,20.625,-0.5774057520869078,4.791226333485639
10.3125,10.65625,18.75,19.6875,-1.9989275601382324,3.5466596395258576
